chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minorAlleleCopyNumber	majorAlleleCopyNumber
chr4	24542669	24548848	3.1203	2	0.7379	0.9665	DEL	DEL	BAF_WEIGHTED	5	0.3424	24542669	24542669	0.1044	3.0159
chr4	24548849	47077295	3.9156	11779	0.6393	0.7461	DEL	SGL	BAF_WEIGHTED	21564	0.3755	24548849	24548849	0.9942	2.9214
chr4	47077296	47077309	4.3660	0	0.0000	0.7723	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	47077296	47077296	0.9942	3.3718
chr4	47077310	50726025	3.9504	503	0.6441	0.7535	SGL	CENTROMERE	BAF_WEIGHTED	1876	0.3823	47077310	47077310	0.9737	2.9768
chr4	50726026	53376981	4.0206	940	0.6429	0.7495	CENTROMERE	BND	BAF_WEIGHTED	1349	0.4024	50726026	50726026	1.0070	3.0135
chr4	53376982	63700000	2.8204	6863	0.7424	1.0023	BND	NONE	BAF_WEIGHTED	9502	0.3724	53376982	53376982	0.0000	2.8204
chr4	63700001	65837722	1.9340	2064	0.6995	1.0090	NONE	BND	BAF_WEIGHTED	2001	0.3412	63700001	63700001	0.0000	1.9340
chr4	65837723	71439531	3.1772	3674	0.7609	1.0072	BND	INV	BAF_WEIGHTED	4754	0.3639	65837723	65837723	0.0000	3.1772
chr4	71439532	71450532	6.1208	7	0.8144	0.9685	INV	BND	BAF_WEIGHTED	10	0.3642	71439532	71439532	0.1928	5.9280
chr4	71450533	71474936	3.3474	18	0.7633	0.9993	BND	BND	BAF_WEIGHTED	23	0.3610	71450533	71450533	0.0024	3.3449
chr4	71474937	71514057	8.8219	51	0.8629	0.9863	BND	DUP	BAF_WEIGHTED	39	0.3557	71474937	71474937	0.1208	8.7012
chr4	71514058	73208751	11.9914	986	0.8992	0.9994	DUP	DEL	BAF_WEIGHTED	1545	0.3674	71514058	71514058	0.0078	11.9836
chr4	73208752	73237738	10.5165	0	0.0000	0.9998	DEL	DEL	BAF_WEIGHTED	26	0.3612	73208752	73208752	0.0018	10.5148
chr4	73237739	75480878	12.3554	1329	0.9022	0.9999	DEL	BND	BAF_WEIGHTED	2054	0.3777	73237739	73237739	0.0018	12.3536
chr4	75480879	75669747	10.6723	173	0.8908	1.0009	BND	BND	BAF_WEIGHTED	181	0.3873	75480879	75480879	0.0000	10.6723
chr4	75669748	76338167	11.6720	506	0.8989	1.0013	BND	BND	BAF_WEIGHTED	638	0.4062	75669748	75669748	0.0000	11.6720
chr4	76338168	77192248	11.4096	493	0.8992	1.0042	BND	BND	BAF_WEIGHTED	824	0.4094	76338168	76338168	0.0000	11.4096
chr4	77192249	77581854	13.1812	877	0.9050	0.9971	BND	BND	BAF_WEIGHTED	336	0.4272	77192249	77192249	0.0381	13.1431
chr4	77581855	77720321	11.6775	21	0.8913	0.9918	BND	DUP	BAF_WEIGHTED	128	0.4001	77581855	77581855	0.0954	11.5820
chr4	77720322	77732801	12.4338	2	0.9068	1.0050	DUP	INV	BAF_WEIGHTED	11	0.3618	77720322	77720322	0.0000	12.4338
chr4	77732802	77736368	12.8482	1	0.8846	0.9744	INV	SGL	BAF_WEIGHTED	3	0.3343	77732802	77732802	0.3289	12.5193
chr4	77736369	77736858	11.9554	0	0.0000	1.0184	SGL	INV	STRUCTURAL_VARIANT	0	0.0000	77736369	77736369	0.0000	11.9554
chr4	77736859	77786101	11.4354	1	0.9119	1.0193	INV	BND	BAF_WEIGHTED	49	0.3522	77736859	77736859	0.0000	11.4354
chr4	77786102	78108500	10.3752	222	0.8926	1.0061	BND	NONE	BAF_WEIGHTED	299	0.3846	77786102	77786102	0.0000	10.3752
chr4	78108501	78953339	7.5822	936	0.8598	1.0022	NONE	DEL	BAF_WEIGHTED	776	0.3892	78105001	78112001	0.0000	7.5822
chr4	78953340	79208515	6.9038	111	0.8503	1.0027	DEL	BND	BAF_WEIGHTED	236	0.3625	78953340	78953340	0.0000	6.9038
chr4	79208516	80433402	6.0561	567	0.8333	1.0004	BND	SGL	BAF_WEIGHTED	1139	0.3629	79208516	79208516	0.0000	6.0561
chr4	80433403	80714384	4.7070	131	0.8048	0.9989	SGL	BND	BAF_WEIGHTED	262	0.3536	80433403	80433403	0.0053	4.7017
chr4	80714385	81703970	7.6953	343	0.8637	1.0057	BND	DEL	BAF_WEIGHTED	926	0.3738	80714385	80714385	0.0000	7.6953
chr4	81703971	81877520	7.5439	109	0.8649	1.0100	DEL	DEL	BAF_WEIGHTED	170	0.3932	81703971	81703971	0.0000	7.5439
chr4	81877521	82436358	7.6708	155	0.8547	0.9934	DEL	BND	BAF_WEIGHTED	490	0.3966	81877521	81877521	0.0505	7.6203
chr4	82436359	82456310	10.7570	1	0.7500	0.8197	BND	INV	BAF_WEIGHTED	17	0.4254	82436359	82436359	1.9392	8.8177
chr4	82456311	82526755	7.5305	4	0.8566	0.9987	INV	INV	BAF_WEIGHTED	65	0.4242	82456311	82456311	0.0101	7.5204
chr4	82526756	82537978	9.6741	2	0.8937	1.0158	INV	INV	BAF_WEIGHTED	10	0.4212	82526756	82526756	0.0000	9.6741
chr4	82537979	82678819	7.8638	216	0.8599	0.9973	INV	INV	BAF_WEIGHTED	132	0.4222	82537979	82537979	0.0215	7.8424
chr4	82678820	82711275	10.9685	49	0.8902	0.9969	INV	BND	BAF_WEIGHTED	32	0.4291	82678820	82678820	0.0337	10.9347
chr4	82711276	82742491	7.5757	72	0.8565	0.9977	BND	INV	BAF_WEIGHTED	30	0.4428	82711276	82711276	0.0176	7.5581
chr4	82742492	82747852	11.1131	0	0.0000	1.0044	INV	DUP	BAF_WEIGHTED	4	0.4400	82742492	82742492	0.0000	11.1131
chr4	82747853	82893639	7.4350	101	0.8609	1.0065	DUP	DEL	BAF_WEIGHTED	142	0.4175	82747853	82747853	0.0000	7.4350
chr4	82893640	83104062	7.0500	145	0.8607	1.0142	DEL	BND	BAF_WEIGHTED	208	0.3990	82893640	82893640	0.0000	7.0500
chr4	83104063	85211198	2.0284	1128	0.7007	0.9977	BND	SGL	BAF_WEIGHTED	1983	0.3868	83104063	83104063	0.0048	2.0237
chr4	85211199	85572176	5.4646	406	0.8230	1.0001	SGL	BND	BAF_WEIGHTED	337	0.3708	85211199	85211199	0.0000	5.4646
chr4	85572177	89280116	4.7169	2662	0.8065	1.0011	BND	BND	BAF_WEIGHTED	3455	0.3861	85572177	85572177	0.0000	4.7169
chr4	89280117	90110845	5.4267	462	0.8215	0.9991	BND	BND	BAF_WEIGHTED	797	0.3642	89280117	89280117	0.0047	5.4220
chr4	90110846	90354957	3.8219	65	0.7954	1.0268	BND	BND	BAF_WEIGHTED	216	0.3511	90110846	90110846	0.0000	3.8219
chr4	90354958	92180898	3.3150	1172	0.7657	1.0062	BND	DUP	BAF_WEIGHTED	1639	0.3477	90354958	90354958	0.0000	3.3150
chr4	92180899	98358556	2.0085	2955	0.7010	1.0011	DUP	DEL	BAF_WEIGHTED	5752	0.3574	92180899	92180899	0.0000	2.0085
chr4	98358557	98562163	1.2889	171	0.6447	0.9815	DEL	DEL	BAF_WEIGHTED	193	0.3965	98358557	98358557	0.0238	1.2651
chr4	98562164	104782611	2.0300	3328	0.6982	0.9909	DEL	DEL	BAF_WEIGHTED	5664	0.3707	98562164	98562164	0.0184	2.0116
chr4	104782612	107438150	2.2879	1262	0.7146	0.9954	DEL	DEL	BAF_WEIGHTED	2431	0.3639	104782612	104782612	0.0105	2.2774
chr4	107438151	112374249	3.0217	2405	0.7526	1.0030	DEL	INV	BAF_WEIGHTED	4589	0.3817	107438151	107438151	0.0000	3.0217
chr4	112374250	115077345	2.2613	1595	0.7211	1.0146	INV	INF	BAF_WEIGHTED	2568	0.3689	112374250	112374250	0.0000	2.2613
chr4	115077346	115077346	3.5681	0	0.0000	1.0092	INF	INV	STRUCTURAL_VARIANT	0	0.0000	115077346	115077346	0.0000	3.5681
chr4	115077347	116209625	2.9088	1072	0.7453	0.9983	INV	INF	BAF_WEIGHTED	1074	0.3389	115077347	115077347	0.0050	2.9038
chr4	116209626	116209626	4.3532	0	0.0000	1.0005	INF	BND	STRUCTURAL_VARIANT	0	0.0000	116209626	116209626	0.0000	4.3532
chr4	116209627	132371044	2.9939	9212	0.7500	1.0007	BND	DEL	BAF_WEIGHTED	14528	0.3629	116209627	116209627	0.0000	2.9939
chr4	132371045	132371652	2.3086	0	0.0000	1.0009	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	132371045	132371045	0.0000	2.3086
chr4	132371653	132777478	2.9276	15	0.7593	1.0250	DEL	INV	BAF_WEIGHTED	382	0.3378	132371653	132371653	0.0000	2.9276
chr4	132777479	132777518	3.1318	0	0.0000	0.9992	INV	INV	STRUCTURAL_VARIANT	0	0.0000	132777479	132777479	0.0025	3.1293
chr4	132777519	132777528	3.2102	0	0.0000	0.9992	INV	SGL	STRUCTURAL_VARIANT	0	0.0000	132777519	132777519	0.0025	3.2077
chr4	132777529	181009982	2.9935	30421	0.7492	0.9992	SGL	DEL	BAF_WEIGHTED	45122	0.3700	132777529	132777529	0.0025	2.9910
chr4	181009983	181012314	0.8498	7	0.7037	1.0000	DEL	DUP	BAF_WEIGHTED	1	0.3440	181009983	181009983	0.0000	0.8498
chr4	181012315	181012343	1.6754	0	0.0000	1.0179	DUP	DEL	STRUCTURAL_VARIANT	0	0.0000	181012315	181012315	0.0000	1.6754
chr4	181012344	181012346	3.8206	0	0.0000	1.0078	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	181012344	181012344	0.0000	3.8206
chr4	181012347	181025898	2.8802	15	0.7500	1.0104	DEL	INV	BAF_WEIGHTED	12	0.3819	181012347	181012347	0.0000	2.8802
chr4	181025899	181027863	1.9521	0	0.0000	1.0153	INV	INV	STRUCTURAL_VARIANT	0	0.3270	181025899	181025899	0.0000	1.9521
chr4	181027864	181038730	3.0697	4	0.7878	1.0692	INV	DUP	BAF_WEIGHTED	9	0.3807	181027864	181027864	0.0000	3.0697
chr4	181038731	181097527	1.9084	44	0.7273	1.0846	DUP	INV	BAF_WEIGHTED	53	0.3513	181038731	181038731	0.0000	1.9084
chr4	181097528	181097565	3.0311	0	0.0000	1.0533	INV	INV	STRUCTURAL_VARIANT	0	0.0000	181097528	181097528	0.0000	3.0311
chr4	181097566	181099537	2.1080	2	0.7512	1.1088	INV	DEL	BAF_WEIGHTED	1	0.3420	181097566	181097566	0.0000	2.1080
chr4	181099538	189827930	2.9970	7100	0.7496	1.0001	DEL	BND	BAF_WEIGHTED	8041	0.4054	181099538	181099538	0.0000	2.9970
chr4	189827931	189936188	4.1659	5	0.7841	0.9887	BND	INV	BAF_WEIGHTED	43	0.4154	189827931	189827931	0.0471	4.1188
chr4	189936189	189943824	3.3709	0	0.0000	1.0332	INV	INV	STRUCTURAL_VARIANT	0	0.4810	189936189	189936189	0.0000	3.3709
chr4	189943825	190214555	2.5759	8	0.7523	1.0435	INV	TELOMERE	BAF_WEIGHTED	15	0.4599	189943825	189943825	0.0000	2.5759
chr5	1	26919	2.5346	0	0.0000	1.0000	TELOMERE	DUP	NON_DIPLOID	2	0.4195	1	1	0.0000	2.5346
chr5	26920	31607	7.4379	6	0.5560	0.5787	DUP	DUP	BAF_WEIGHTED	1	0.4370	26920	26920	3.1339	4.3040
chr5	31608	4974253	6.3805	4260	0.5339	0.5304	DUP	DEL	BAF_WEIGHTED	4038	0.4603	31608	31608	2.9964	3.3842
chr5	4974254	4992850	5.0532	2	0.5278	0.5483	DEL	BND	BAF_WEIGHTED	17	0.4098	4974254	4974254	2.2824	2.7708
chr5	4992851	4992852	4.7072	0	0.0000	0.6373	BND	BND	STRUCTURAL_VARIANT	0	0.0000	4992851	4992851	1.7072	3.0000
chr5	4992853	4996437	5.2231	0	0.0000	0.5744	BND	DUP	BAF_WEIGHTED	3	0.3603	4992853	4992853	2.2231	3.0000
chr5	4996438	5052123	6.4299	2	0.5078	0.5334	DUP	DEL	BAF_WEIGHTED	54	0.4072	4996438	4996438	3.0000	3.4299
chr5	5052124	5056243	8.2189	1	0.5431	0.5133	DEL	DUP	BAF_WEIGHTED	3	0.3533	5052124	5052124	4.0000	4.2189
chr5	5056244	5439738	6.4531	312	0.5316	0.5351	DUP	DEL	BAF_WEIGHTED	365	0.4258	5056244	5056244	3.0000	3.4531
chr5	5439739	5451405	5.2578	9	0.5286	0.5706	DEL	DEL	BAF_WEIGHTED	11	0.3687	5439739	5439739	2.2578	3.0000
chr5	5451406	7424651	6.3567	1671	0.5334	0.5275	DEL	DEL	BAF_WEIGHTED	1848	0.4258	5451406	5451406	3.0034	3.3533
chr5	7424652	7433773	5.2484	0	0.0000	0.6090	DEL	DEL	BAF_WEIGHTED	8	0.4019	7424652	7424652	2.0519	3.1965
chr5	7433774	48272853	6.1833	23611	0.5354	0.5170	DEL	CENTROMERE	BAF_WEIGHTED	35645	0.3793	7433774	7433774	2.9868	3.1965
chr5	48272854	94558952	3.1141	22081	0.5923	0.6813	CENTROMERE	DEL	BAF_WEIGHTED	39397	0.3824	48272854	48272854	0.9924	2.1218
chr5	94558953	94613957	2.2295	40	0.7120	0.9982	DEL	DEL	BAF_WEIGHTED	48	0.3787	94558953	94558953	0.0039	2.2256
chr5	94613958	107949242	3.2198	8834	0.6009	0.6949	DEL	DEL	BAF_WEIGHTED	12232	0.3612	94613958	94613958	0.9824	2.2374
chr5	107949243	108442538	2.1947	373	0.7069	0.9897	DEL	DEL	BAF_WEIGHTED	479	0.3587	107949243	107949243	0.0226	2.1722
chr5	108442539	139515928	3.2312	19031	0.5988	0.6903	DEL	BND	BAF_WEIGHTED	29042	0.3931	108442539	108442539	1.0008	2.2304
chr5	139515929	139606506	3.5964	1	0.6026	0.6888	BND	INV	BAF_WEIGHTED	81	0.4583	139515929	139515929	1.1191	2.4773
chr5	139606507	139652172	4.6248	1	0.5130	0.5483	INV	INV	BAF_WEIGHTED	40	0.4739	139606507	139606507	2.0889	2.5359
chr5	139652173	163001741	4.9029	13653	0.5434	0.5483	INV	DEL	BAF_WEIGHTED	21992	0.4104	139652173	139652173	2.2145	2.6883
chr5	163001742	163008355	3.5307	0	0.0000	0.6272	DEL	DEL	BAF_WEIGHTED	6	0.3410	163001742	163001742	1.3161	2.2145
chr5	163008356	163035905	4.7480	0	0.0000	0.5336	DEL	DEL	BAF_WEIGHTED	26	0.3754	163008356	163008356	2.2145	2.5335
chr5	163035906	163061740	3.8302	14	0.5341	0.5278	DEL	DEL	BAF_WEIGHTED	22	0.3754	163035906	163035906	1.8085	2.0217
chr5	163061741	163138645	3.1149	65	0.5846	0.6661	DEL	DEL	BAF_WEIGHTED	66	0.3529	163061741	163061741	1.0401	2.0748
chr5	163138646	163178569	1.9044	38	0.5366	0.5251	DEL	DEL	BAF_WEIGHTED	32	0.3818	163138646	163138646	0.9044	1.0000
chr5	163178570	163215174	2.5527	19	0.5645	0.6403	DEL	DEL	BAF_WEIGHTED	31	0.3764	163178570	163178570	0.9182	1.6345
chr5	163215175	163215304	1.1836	0	0.0000	0.7758	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	163215175	163215175	0.2654	0.9182
chr5	163215305	163218054	2.3230	0	0.0000	0.6047	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	163215305	163215305	0.9182	1.4048
chr5	163218055	163233151	3.5657	2	0.5917	0.6689	DEL	DEL	BAF_WEIGHTED	13	0.3689	163218055	163218055	1.1808	2.3849
chr5	163233152	163257890	3.5014	1	0.5714	0.6326	DEL	DEL	BAF_WEIGHTED	19	0.3787	163233152	163233152	1.2865	2.2149
chr5	163257891	163261564	3.5563	2	0.5529	0.5974	DEL	DEL	BAF_WEIGHTED	3	0.3640	163257891	163257891	1.4317	2.1247
chr5	163261565	163277633	2.6120	29	0.5873	0.6876	DEL	DEL	BAF_WEIGHTED	15	0.3520	163261565	163261565	0.8161	1.7959
chr5	163277634	163385252	3.7028	75	0.5513	0.5929	DEL	DEL	BAF_WEIGHTED	96	0.3962	163277634	163277634	1.5075	2.1952
chr5	163385253	163386468	3.3165	0	0.0000	0.6619	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	163385253	163385253	1.1213	2.1952
chr5	163386469	163437364	3.5560	4	0.5546	0.6007	DEL	DEL	BAF_WEIGHTED	44	0.3757	163386469	163386469	1.4200	2.1359
chr5	163437365	169473311	4.7246	3637	0.5449	0.5606	DEL	INV	BAF_WEIGHTED	5826	0.3878	163437365	163437365	2.0762	2.6484
chr5	169473312	171857138	6.2007	1251	0.5417	0.5162	INV	SGL	BAF_WEIGHTED	2260	0.4351	169473312	169473312	3.0000	3.2007
chr5	171857139	172979993	4.8290	709	0.5426	0.5483	SGL	INV	BAF_WEIGHTED	1084	0.4691	171857139	171857139	2.1812	2.6478
chr5	172979994	175413436	6.0936	1819	0.5446	0.5119	INV	DEL	BAF_WEIGHTED	2346	0.4406	172979994	172979994	2.9745	3.1192
chr5	175413437	175413471	3.5826	0	0.0000	0.8593	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	175413437	175413437	0.5039	3.0787
chr5	175413472	179818177	6.0260	3189	0.5457	0.5109	DEL	BND	BAF_WEIGHTED	3251	0.4865	175413472	175413472	2.9474	3.0787
chr5	179818178	179845620	4.9572	28	0.5450	0.5528	BND	DEL	BAF_WEIGHTED	21	0.5355	179818178	179818178	2.2166	2.7406
chr5	179845621	179899203	3.7998	12	0.5480	0.5286	DEL	DEL	BAF_WEIGHTED	45	0.5242	179845621	179845621	1.7913	2.0085
chr5	179899204	180584920	4.8601	585	0.5455	0.5483	DEL	BND	BAF_WEIGHTED	618	0.4677	179899204	179899204	2.1952	2.6649
chr5	180584921	181538259	5.7341	491	0.5417	0.5271	BND	TELOMERE	BAF_WEIGHTED	496	0.4608	180584921	180584921	2.7117	3.0224
chr6	1	2121513	5.6953	1388	0.8213	0.9906	TELOMERE	DEL	BAF_WEIGHTED	1727	0.4317	1	1	0.0533	5.6420
chr6	2121514	2365303	4.4009	120	0.7833	0.9764	DEL	DEL	BAF_WEIGHTED	225	0.4037	2121514	2121514	0.1038	4.2971
chr6	2365304	3901024	5.6802	1200	0.8249	0.9965	DEL	DEL	BAF_WEIGHTED	1431	0.4502	2365304	2365304	0.0199	5.6603
chr6	3901025	3935889	4.8268	53	0.8017	0.9892	DEL	DEL	BAF_WEIGHTED	31	0.4424	3901025	3901025	0.0521	4.7748
chr6	3935890	5124719	5.5944	923	0.8228	0.9959	DEL	DEL	BAF_WEIGHTED	1122	0.4257	3935890	3935890	0.0229	5.5715
chr6	5124720	5231197	4.7750	41	0.8018	0.9919	DEL	DEL	BAF_WEIGHTED	105	0.4237	5124720	5124720	0.0389	4.7361
chr6	5231198	20570201	5.5259	10658	0.8238	0.9991	DEL	DEL	BAF_WEIGHTED	14682	0.4118	5231198	5231198	0.0049	5.5211
chr6	20570202	21092467	4.3915	423	0.8060	1.0150	DEL	DEL	BAF_WEIGHTED	507	0.3751	20570202	20570202	0.0000	4.3915
chr6	21092468	39552049	5.4012	16569	0.8206	1.0003	DEL	BND	BAF_WEIGHTED	16842	0.4306	21092468	21092468	0.0000	5.4012
chr6	39552050	39820701	5.8128	133	0.8304	1.0009	BND	BND	BAF_WEIGHTED	254	0.3939	39552050	39552050	0.0000	5.8128
chr6	39820702	44014826	5.7248	2393	0.8289	1.0005	BND	DUP	BAF_WEIGHTED	4017	0.4675	39820702	39820702	0.0000	5.7248
chr6	44014827	44108855	6.8128	76	0.8513	1.0060	DUP	DUP	BAF_WEIGHTED	90	0.5124	44014827	44014827	0.0000	6.8128
chr6	44108856	49055309	5.5732	2977	0.8247	0.9991	DUP	BND	BAF_WEIGHTED	4648	0.3931	44108856	44108856	0.0052	5.5680
chr6	49055310	49060952	6.1906	7	0.8252	0.9828	BND	BND	BAF_WEIGHTED	2	0.4035	49055310	49055310	0.1065	6.0841
chr6	49060953	49237665	5.1609	69	0.8182	1.0032	BND	DEL	BAF_WEIGHTED	161	0.3539	49060953	49060953	0.0000	5.1609
chr6	49237666	49239749	3.4746	2	0.7238	0.9169	DEL	DEL	BAF_WEIGHTED	1	0.4390	49237666	49237666	0.2886	3.1860
chr6	49239750	59191910	5.2336	5800	0.8179	1.0004	DEL	CENTROMERE	BAF_WEIGHTED	7557	0.3767	49239750	49239750	0.0000	5.2336
chr6	59191911	63661090	4.6627	3226	0.8039	0.9977	CENTROMERE	DEL	BAF_WEIGHTED	2234	0.3616	59191911	59191911	0.0108	4.6518
chr6	63661091	63667638	3.7357	1	0.7703	0.9874	DEL	DEL	BAF_WEIGHTED	5	0.3570	63661091	63661091	0.0472	3.6885
chr6	63667639	63695258	4.5094	7	0.8226	1.0372	DEL	DEL	BAF_WEIGHTED	27	0.3605	63667639	63667639	0.0000	4.5094
chr6	63695259	63723431	3.8167	4	0.7563	0.9578	DEL	DEL	BAF_WEIGHTED	27	0.3543	63695259	63695259	0.1609	3.6558
chr6	63723432	86066309	4.7015	14600	0.8046	0.9989	DEL	DEL	BAF_WEIGHTED	20245	0.3658	63723432	63723432	0.0052	4.6963
chr6	86066310	86066357	4.2293	0	0.0000	0.9988	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	86066310	86066310	0.0052	4.2241
chr6	86066358	87381923	4.6287	816	0.8065	1.0052	DEL	DUP	BAF_WEIGHTED	1161	0.3826	86066358	86066358	0.0000	4.6287
chr6	87381924	87389552	5.7343	1	0.8182	0.9847	DUP	DUP	BAF_WEIGHTED	7	0.3941	87381924	87381924	0.0879	5.6464
chr6	87389553	98715672	4.5406	6763	0.8001	0.9985	DUP	SGL	BAF_WEIGHTED	10703	0.3683	87389553	87389553	0.0068	4.5338
chr6	98715673	98715686	5.0512	0	0.0000	1.0011	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	98715673	98715673	0.0000	5.0512
chr6	98715687	116277881	4.5549	9917	0.8022	1.0012	SGL	DEL	BAF_WEIGHTED	16438	0.3826	98715687	98715687	0.0000	4.5549
chr6	116277882	116278003	3.2371	0	0.0000	1.0017	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	116277882	116277882	0.0000	3.2371
chr6	116278004	126072101	4.5744	5794	0.8024	1.0007	DEL	DUP	BAF_WEIGHTED	9207	0.3702	116278004	116278004	0.0000	4.5744
chr6	126072102	126157554	5.6884	14	0.8186	0.9866	DUP	DUP	BAF_WEIGHTED	84	0.3766	126072102	126072102	0.0761	5.6123
chr6	126157555	130849635	4.5846	2767	0.8000	0.9963	DUP	DUP	BAF_WEIGHTED	4415	0.3666	126157555	126157555	0.0169	4.5677
chr6	130849636	131106692	5.2264	212	0.8175	0.9997	DUP	DUP	BAF_WEIGHTED	246	0.3878	130849636	130849636	0.0013	5.2251
chr6	131106693	154067125	4.6045	11328	0.8009	0.9972	DUP	DUP	BAF_WEIGHTED	21899	0.3889	131106693	131106693	0.0129	4.5915
chr6	154067126	154145766	6.0789	12	0.8022	0.9513	DUP	DUP	BAF_WEIGHTED	76	0.3892	154067126	154067126	0.2958	5.7831
chr6	154145767	154357629	5.8218	50	0.8262	0.9943	DUP	INV	BAF_WEIGHTED	203	0.4032	154145767	154145767	0.0332	5.7886
chr6	154357630	154374360	5.1768	13	0.7865	0.9525	INV	INV	BAF_WEIGHTED	16	0.4263	154357630	154357630	0.2457	4.9311
chr6	154374361	161544754	4.6224	4147	0.8020	0.9981	INV	DEL	BAF_WEIGHTED	6766	0.4226	154374361	154374361	0.0087	4.6136
chr6	161544755	162088925	3.6750	473	0.7739	0.9977	DEL	DEL	BAF_WEIGHTED	534	0.4076	161544755	161544755	0.0086	3.6664
chr6	162088926	170805979	4.6497	7295	0.8022	0.9970	DEL	TELOMERE	BAF_WEIGHTED	7774	0.4289	162088926	162088926	0.0139	4.6358
chr7	1	32805825	3.8837	24717	0.6490	0.7647	TELOMERE	DEL	BAF_WEIGHTED	29389	0.4057	1	1	0.9139	2.9699
chr7	32805826	32983206	2.7462	69	0.5839	0.6722	DEL	DEL	BAF_WEIGHTED	101	0.4296	32805826	32805826	0.9002	1.8461
chr7	32983207	35739189	4.0668	1579	0.6452	0.7523	DEL	DEL	BAF_WEIGHTED	2285	0.3976	32983207	32983207	1.0073	3.0595
chr7	35739190	35807519	3.0437	15	0.6032	0.7049	DEL	DEL	BAF_WEIGHTED	54	0.3966	35739190	35739190	0.8981	2.1455
chr7	35807520	59498943	3.9778	15850	0.6470	0.7579	DEL	CENTROMERE	BAF_WEIGHTED	19567	0.4081	35807520	35807520	0.9630	3.0149
chr7	59498944	63812000	4.0582	1440	0.6371	0.7377	CENTROMERE	NONE	BAF_WEIGHTED	722	0.3847	59498944	59498944	1.0643	2.9939
chr7	63812001	64080595	4.8955	118	0.5743	0.6198	NONE	BND	BAF_WEIGHTED	194	0.4026	63790001	63834001	1.8611	3.0344
chr7	64080596	64531203	5.0806	47	0.5556	0.5884	BND	INV	BAF_WEIGHTED	389	0.4038	64080596	64080596	2.0910	2.9896
chr7	64531204	64653347	4.9982	6	0.5762	0.6219	INV	INV	BAF_WEIGHTED	109	0.4305	64531204	64531204	1.8896	3.1086
chr7	64653348	65986000	4.7592	339	0.5663	0.6081	INV	NONE	BAF_WEIGHTED	710	0.4157	64653348	64653348	1.8652	2.8940
chr7	65986001	67241000	4.0034	1520	0.6232	0.7157	NONE	NONE	BAF_WEIGHTED	799	0.4566	65986001	65986001	1.1383	2.8651
chr7	67241001	68914000	4.6752	1556	0.5792	0.6300	NONE	NONE	BAF_WEIGHTED	1564	0.4386	67241001	67241001	1.7296	2.9456
chr7	68914001	76010648	3.8758	3020	0.6451	0.7582	NONE	BND	BAF_WEIGHTED	5362	0.4530	68914001	68914001	0.9371	2.9386
chr7	76010649	98112943	2.9396	11901	0.5827	0.6675	BND	DEL	BAF_WEIGHTED	19803	0.3692	76010649	76010649	0.9775	1.9620
chr7	98112944	98269566	2.2157	31	0.6452	0.8418	DEL	DEL	BAF_WEIGHTED	139	0.4794	98112944	98112944	0.3505	1.8652
chr7	98269567	107164014	2.9113	4932	0.5800	0.6622	DEL	DEL	BAF_WEIGHTED	7586	0.4447	98269567	98269567	0.9835	1.9278
chr7	107164015	107519030	1.9662	31	0.7119	1.0352	DEL	DEL	BAF_WEIGHTED	339	0.3686	107164015	107164015	0.0000	1.9662
chr7	107519031	117587350	2.9511	4515	0.5795	0.6603	DEL	DUP	BAF_WEIGHTED	9471	0.3689	107519031	107519031	1.0024	1.9487
chr7	117587351	117648605	3.9504	18	0.6596	0.7808	DUP	DUP	BAF_WEIGHTED	57	0.3531	117587351	117587351	0.8659	3.0845
chr7	117648606	125640008	2.9479	3632	0.5802	0.6619	DUP	BND	BAF_WEIGHTED	7522	0.3597	117648606	117648606	0.9968	1.9511
chr7	125640009	126782590	3.9874	945	0.5395	0.5016	BND	DEL	BAF_WEIGHTED	1083	0.3514	125640009	125640009	1.9874	2.0001
chr7	126782591	127010627	2.0950	152	0.7025	0.9926	DEL	DEL	BAF_WEIGHTED	169	0.3714	126782591	126782591	0.0155	2.0796
chr7	127010628	128728989	4.0860	956	0.5389	0.5106	DEL	BND	BAF_WEIGHTED	1445	0.4283	127010628	127010628	1.9998	2.0862
chr7	128728990	130782074	7.8736	1241	0.6807	0.7496	BND	BND	BAF_WEIGHTED	1910	0.4379	128728990	128728990	1.9718	5.9018
chr7	130782075	131448653	2.8144	275	0.5814	0.6682	BND	DUP	BAF_WEIGHTED	655	0.4071	130782075	130782075	0.9339	1.8805
chr7	131448654	131514747	9.0909	3	0.6929	0.7566	DUP	SGL	BAF_WEIGHTED	63	0.3974	131448654	131448654	2.2131	6.8778
